"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000275493 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000275493 (pp) 9606.ENSP00000362680","0.042",,"0.9","0.929",,,"0.999","0.988"
"pp","9606.ENSP00000275493 (pp) 9606.ENSP00000361626","false","pp","9606.ENSP00000275493 (pp) 9606.ENSP00000361626","0.044",,,"0.1",,,"0.913","0.907"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000372023","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000372023","0.044",,"0.5","0.836",,,"0.999","0.999"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000391090","0.05",,"0.9","0.449",,,"0.998","0.975"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000351273","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000351273","0.197",,"0.9",,,,"0.961","0.56"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000369497","0.048",,"0.8","0.313",,,"0.995","0.972"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000325863","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000325863","0.237",,"0.9","0.907",,,"0.999","0.941"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000375978","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000375978","0.06",,"0.9","0.587",,,"0.998","0.964"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000374455","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000374455",,,"0.9",,,,"0.933","0.358"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000493712",,,"0.8","0.485",,,"0.995","0.958"
"pp","9606.ENSP00000278616 (pp) 9606.ENSP00000371475","false","pp","9606.ENSP00000278616 (pp) 9606.ENSP00000371475","0.042",,"0.5","0.874",,,"0.999","0.996"
"pp","9606.ENSP00000280154 (pp) 9606.ENSP00000416255","false","pp","9606.ENSP00000280154 (pp) 9606.ENSP00000416255","0.052",,,"0.297",,,"0.974","0.965"
"pp","9606.ENSP00000288135 (pp) 9606.ENSP00000341208","false","pp","9606.ENSP00000288135 (pp) 9606.ENSP00000341208","0.076",,"0.9","0.079",,,"0.959","0.583"
"pp","9606.ENSP00000288135 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000288135 (pp) 9606.ENSP00000401303","0.076",,"0.9","0.209",,,"0.967","0.604"
"pp","9606.ENSP00000288135 (pp) 9606.ENSP00000354952","false","pp","9606.ENSP00000288135 (pp) 9606.ENSP00000354952","0.059",,"0.9",,,,"0.932","0.336"
"pp","9606.ENSP00000288135 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000288135 (pp) 9606.ENSP00000358548","0.055",,"0.9","0.071",,,"0.981","0.813"
"pp","9606.ENSP00000288135 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000288135 (pp) 9606.ENSP00000408695","0.056",,"0.9",,,,"0.912","0.147"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000401888","0.064","0.06","0.9","0.786",,,"0.995","0.803"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000379287","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000379287","0.068",,"0.9","0.893",,,"0.993","0.422"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000496129","0.042",,"0.9","0.05",,,"0.904","0.076"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000408695","0.044",,"0.9","0.05",,,"0.904","0.077"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000302486","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000302486","0.109",,"0.9","0.911",,,"0.994","0.373"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000419060",,"0.063","0.9","0.881",,,"0.998","0.861"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000358548","0.082",,"0.9","0.569",,,"0.994","0.886"
"pp","9606.ENSP00000293288 (pp) 9606.ENSP00000363591","false","pp","9606.ENSP00000293288 (pp) 9606.ENSP00000363591","0.1",,"0.9","0.836",,,"0.996","0.801"
"pp","9606.ENSP00000293288 (pp) 9606.ENSP00000376943","false","pp","9606.ENSP00000293288 (pp) 9606.ENSP00000376943","0.06",,"0.9","0.929",,,"0.998","0.837"
"pp","9606.ENSP00000293288 (pp) 9606.ENSP00000318822","false","pp","9606.ENSP00000293288 (pp) 9606.ENSP00000318822","0.068",,"0.9","0.869",,,"0.998","0.914"
"pp","9606.ENSP00000293288 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000293288 (pp) 9606.ENSP00000381185",,,"0.9","0.991",,,"0.999","0.972"
"pp","9606.ENSP00000293288 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000293288 (pp) 9606.ENSP00000365230","0.082",,"0.9","0.999",,,"0.999","0.882"
"pp","9606.ENSP00000296585 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000296585 (pp) 9606.ENSP00000346839","0.083",,"0.65",,,,"0.986","0.962"
"pp","9606.ENSP00000296782 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000296782 (pp) 9606.ENSP00000354558","0.064",,"0.9","0.999",,,"0.999","0.999"
"pp","9606.ENSP00000296782 (pp) 9606.ENSP00000307272","false","pp","9606.ENSP00000296782 (pp) 9606.ENSP00000307272","0.042",,"0.9","0.63",,,"0.999","0.999"
"pp","9606.ENSP00000296782 (pp) 9606.ENSP00000375711","false","pp","9606.ENSP00000296782 (pp) 9606.ENSP00000375711",,,,,,,"0.993","0.994"
"pp","9606.ENSP00000298552 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000298552 (pp) 9606.ENSP00000354558","0.273",,"0.5","0.274",,,"0.974","0.915"
"pp","9606.ENSP00000298552 (pp) 9606.ENSP00000307272","false","pp","9606.ENSP00000298552 (pp) 9606.ENSP00000307272","0.126",,"0.5","0.07",,,"0.915","0.817"
"pp","9606.ENSP00000298552 (pp) 9606.ENSP00000435412","false","pp","9606.ENSP00000298552 (pp) 9606.ENSP00000435412","0.047",,"0.9","0.31",,,"0.969","0.591"
"pp","9606.ENSP00000298552 (pp) 9606.ENSP00000346148","false","pp","9606.ENSP00000298552 (pp) 9606.ENSP00000346148","0.06",,"0.9","0.079",,,"0.921","0.2"
"pp","9606.ENSP00000301178 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000301178 (pp) 9606.ENSP00000401303","0.078",,"0.9","0.095",,,"0.957","0.547"
"pp","9606.ENSP00000301178 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000301178 (pp) 9606.ENSP00000362680","0.049",,"0.9","0.485",,,"0.983","0.694"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000394560","0.087",,"0.9",,,,"0.931","0.309"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000358548","0.06",,"0.9","0.163",,,"0.983","0.814"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000378040","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000378040","0.058",,"0.9",,,,"0.92","0.227"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000419060","0.12",,"0.9","0.997",,,"0.999","0.983"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000378974","0.067",,"0.9",,,,"0.934","0.353"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000331602","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000331602","0.082",,"0.9","0.129",,,"0.925","0.184"
"pp","9606.ENSP00000302486 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000302486 (pp) 9606.ENSP00000401888","0.131",,"0.9","0.974",,,"0.999","0.97"
"pp","9606.ENSP00000304592 (pp) 9606.ENSP00000483300","false","pp","9606.ENSP00000304592 (pp) 9606.ENSP00000483300","0.572",,"0.9","0.073",,"0.055","0.998","0.965"
"pp","9606.ENSP00000304592 (pp) 9606.ENSP00000359380","false","pp","9606.ENSP00000304592 (pp) 9606.ENSP00000359380","0.632",,,"0.101",,,"0.96","0.89"
"pp","9606.ENSP00000304669 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000304669 (pp) 9606.ENSP00000495360","0.138",,"0.9","0.965",,,"0.999","0.997"
"pp","9606.ENSP00000304669 (pp) 9606.ENSP00000379287","false","pp","9606.ENSP00000304669 (pp) 9606.ENSP00000379287","0.067",,"0.9",,,,"0.914","0.155"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000378974",,,"0.9","0.477",,,"0.986","0.754"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000394560","0.06",,"0.9","0.089",,,"0.936","0.351"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000354558","0.049",,"0.9","0.636",,,"0.992","0.813"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000362680",,,"0.4","0.098",,,"0.977","0.961"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000496129",,,"0.9",,,,"0.932","0.349"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000355231","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000355231",,,,"0.065",,,"0.921","0.92"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000331602","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000331602",,,"0.9","0.537",,,"0.962","0.263"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000379287","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000379287","0.057",,,"0.224",,,"0.93","0.913"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000401303","0.042",,,"0.098",,,"0.991","0.991"
"pp","9606.ENSP00000304895 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000304895 (pp) 9606.ENSP00000405330","0.06",,,"0.299",,,"0.903","0.865"
"pp","9606.ENSP00000305769 (pp) 9606.ENSP00000332973","false","pp","9606.ENSP00000305769 (pp) 9606.ENSP00000332973",,"0.057","0.9","0.474",,,"0.954","0.182"
"pp","9606.ENSP00000305769 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000305769 (pp) 9606.ENSP00000341551","0.119",,"0.9","0.94",,,"0.997","0.626"
"pp","9606.ENSP00000305769 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000305769 (pp) 9606.ENSP00000478927","0.043",,"0.8","0.761",,,"0.962","0.277"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000375711","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000375711","0.138",,"0.9","0.998",,,"0.999","0.999"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000354558","0.301",,"0.9","0.999",,,"0.999","0.999"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000346148","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000346148","0.06",,"0.9","0.354",,,"0.965","0.494"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000374455","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000374455","0.042",,,"0.51",,,"0.939","0.881"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000425561","0.049",,"0.4","0.3",,,"0.949","0.888"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000340691","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000340691","0.049",,"0.9","0.983",,,"0.999","0.997"
"pp","9606.ENSP00000307272 (pp) 9606.ENSP00000369757","false","pp","9606.ENSP00000307272 (pp) 9606.ENSP00000369757","0.042",,,"0.292",,,"0.9","0.865"
"pp","9606.ENSP00000307940 (pp) 9606.ENSP00000369757","false","pp","9606.ENSP00000307940 (pp) 9606.ENSP00000369757","0.818",,"0.5","0.992",,,"0.999","0.844"
"pp","9606.ENSP00000316054 (pp) 9606.ENSP00000498587","false","pp","9606.ENSP00000316054 (pp) 9606.ENSP00000498587","0.059",,"0.9","0.094",,,"0.926","0.239"
"pp","9606.ENSP00000317272 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000317272 (pp) 9606.ENSP00000495360","0.042",,"0.9","0.364",,,"0.985","0.793"
"pp","9606.ENSP00000317272 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000317272 (pp) 9606.ENSP00000358548","0.081",,"0.9","0.274",,,"0.966","0.556"
"pp","9606.ENSP00000317272 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000317272 (pp) 9606.ENSP00000362680","0.068",,"0.9","0.682",,,"0.993","0.8"
"pp","9606.ENSP00000317272 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000317272 (pp) 9606.ENSP00000401303","0.111",,"0.9","0.386",,,"0.992","0.883"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000378974","0.044",,"0.9","0.448",,,"0.954","0.245"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000376943","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000376943",,,"0.9","0.405",,,"0.982","0.737"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000394560","0.042",,"0.9",,,,"0.911","0.153"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000363591","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000363591","0.056",,"0.9","0.975",,,"0.999","0.656"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000351273","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000351273","0.111",,"0.9","0.619",,,"0.992","0.817"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000365230","0.056",,"0.9","0.991",,,"0.999","0.617"
"pp","9606.ENSP00000318822 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000318822 (pp) 9606.ENSP00000381185","0.055",,"0.9","0.872",,,"0.998","0.921"
"pp","9606.ENSP00000324856 (pp) 9606.ENSP00000346148","false","pp","9606.ENSP00000324856 (pp) 9606.ENSP00000346148","0.049",,"0.9","0.76",,,"0.986","0.474"
"pp","9606.ENSP00000324856 (pp) 9606.ENSP00000339527","false","pp","9606.ENSP00000324856 (pp) 9606.ENSP00000339527","0.08",,"0.9","0.071",,,"0.96","0.588"
"pp","9606.ENSP00000324856 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000324856 (pp) 9606.ENSP00000361021",,,,"0.332",,,"0.979","0.971"
"pp","9606.ENSP00000325120 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000325120 (pp) 9606.ENSP00000362680",,,,"0.63",,,"0.937","0.838"
"pp","9606.ENSP00000325120 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000325120 (pp) 9606.ENSP00000405330","0.24",,"0.7","0.771",,,"0.974","0.561"
"pp","9606.ENSP00000325120 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000325120 (pp) 9606.ENSP00000378974",,,"0.9",,,,"0.921","0.248"
"pp","9606.ENSP00000325120 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000325120 (pp) 9606.ENSP00000394560",,,"0.9",,,,"0.908","0.121"
"pp","9606.ENSP00000325863 (pp) 9606.ENSP00000372023","false","pp","9606.ENSP00000325863 (pp) 9606.ENSP00000372023","0.085",,"0.5","0.088",,,"0.9","0.79"
"pp","9606.ENSP00000325863 (pp) 9606.ENSP00000375978","false","pp","9606.ENSP00000325863 (pp) 9606.ENSP00000375978","0.12",,"0.5","0.855",,,"0.979","0.711"
"pp","9606.ENSP00000325863 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000325863 (pp) 9606.ENSP00000369497","0.127",,"0.5",,,,"0.967","0.932"
"pp","9606.ENSP00000325863 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000325863 (pp) 9606.ENSP00000493712","0.128",,"0.5","0.622",,"0.095","0.984","0.914"
"pp","9606.ENSP00000325863 (pp) 9606.ENSP00000371475","false","pp","9606.ENSP00000325863 (pp) 9606.ENSP00000371475","0.067",,"0.5","0.585",,,"0.938","0.721"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000394560","0.049",,"0.9","0.096",,,"0.912","0.099"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000408695","0.068","0.063","0.9","0.452",,,"0.967","0.422"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000378974","0.042",,"0.9","0.096",,,"0.918","0.168"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000401888","0.063",,"0.9","0.087",,,"0.912","0.101"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000401303","0.142",,"0.4","0.579",,,"0.924","0.692"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000496129","0.117","0.061","0.9","0.614",,,"0.966","0.119"
"pp","9606.ENSP00000331602 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000331602 (pp) 9606.ENSP00000362680","0.123","0.12","0.9","0.326",,,"0.983","0.728"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000478887","0.058",,"0.5","0.292",,,"0.993","0.983"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000384849","0.062",,"0.5","0.292",,,"0.918","0.784"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000363822","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000363822",,,,"0.627",,,"0.953","0.879"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000342307","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000342307","0.051",,,"0.314",,,"0.911","0.876"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000341551","0.087",,"0.9","0.999",,,"0.999","0.989"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000360266","0.049",,,"0.787",,,"0.997","0.99"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000361626","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000361626","0.049",,"0.5",,,,"0.941","0.886"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000339527","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000339527","0.06",,"0.9","0.635",,,"0.995","0.897"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000394560","0.075",,"0.9",,,,"0.927","0.275"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000378974","0.075",,"0.9","0.387",,,"0.977","0.652"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000478927","0.062",,"0.9","0.446",,,"0.965","0.42"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000498587","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000498587","0.06",,,"0.293",,,"0.958","0.943"
"pp","9606.ENSP00000332973 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000332973 (pp) 9606.ENSP00000495360","0.075",,"0.8","0.768",,,"0.999","0.98"
"pp","9606.ENSP00000336799 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000336799 (pp) 9606.ENSP00000354558","0.055",,,"0.994",,,"0.994","0.117"
"pp","9606.ENSP00000339191 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000339191 (pp) 9606.ENSP00000362680","0.051",,"0.9","0.623",,,"0.999","0.994"
"pp","9606.ENSP00000339191 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000339191 (pp) 9606.ENSP00000405330","0.053",,"0.5","0.624",,,"0.998","0.992"
"pp","9606.ENSP00000339191 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000339191 (pp) 9606.ENSP00000495360","0.043",,,"0.515",,,"0.942","0.886"
"pp","9606.ENSP00000339191 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000339191 (pp) 9606.ENSP00000361021",,,,"0.345",,,"0.912","0.872"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000384849","0.072",,,"0.295",,,"0.995","0.994"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000379287","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000379287","0.049",,"0.9","0.817",,,"0.994","0.743"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000346148","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000346148","0.092",,"0.9","0.091",,,"0.942","0.39"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000341551","0.158",,"0.5","0.525",,,"0.979","0.909"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000394560","0.074",,"0.9","0.099",,,"0.941","0.385"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000376943","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000376943","0.063",,"0.75","0.608",,,"0.984","0.855"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000495360","0.049",,"0.36","0.547",,,"0.998","0.994"
"pp","9606.ENSP00000339527 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000339527 (pp) 9606.ENSP00000378974","0.06",,"0.9","0.099",,,"0.954","0.525"
"pp","9606.ENSP00000340278 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000340278 (pp) 9606.ENSP00000361021","0.044",,,"0.666",,,"0.92","0.771"
"pp","9606.ENSP00000340278 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000340278 (pp) 9606.ENSP00000365230","0.056",,"0.9","0.296",,,"0.97","0.61"
"pp","9606.ENSP00000340691 (pp) 9606.ENSP00000416255","false","pp","9606.ENSP00000340691 (pp) 9606.ENSP00000416255","0.067",,"0.5","0.239",,,"0.991","0.98"
"pp","9606.ENSP00000340691 (pp) 9606.ENSP00000375711","false","pp","9606.ENSP00000340691 (pp) 9606.ENSP00000375711","0.12",,"0.9",,,,"0.977","0.762"
"pp","9606.ENSP00000340691 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000340691 (pp) 9606.ENSP00000425561",,,"0.9","0.996",,,"0.999","0.999"
"pp","9606.ENSP00000340691 (pp) 9606.ENSP00000369757","false","pp","9606.ENSP00000340691 (pp) 9606.ENSP00000369757","0.081",,,,,,"0.931","0.929"
"pp","9606.ENSP00000340691 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000340691 (pp) 9606.ENSP00000354558",,,"0.9","0.992",,,"0.999","0.952"
"pp","9606.ENSP00000341208 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000341208 (pp) 9606.ENSP00000362680","0.099",,"0.5","0.096",,,"0.9","0.785"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000378974","0.103",,"0.9",,,,"0.98","0.799"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000478927","0.056",,"0.8","0.25",,,"0.943","0.647"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000495360","0.108",,"0.5","0.309",,,"0.998","0.994"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000394560","0.079",,"0.9",,,,"0.932","0.325"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000361021","0.072",,,"0.053",,,"0.912","0.909"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000360266",,,,"0.166",,,"0.989","0.988"
