"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000478887","0.044",,"0.5",,,,"0.931","0.868"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000384849","0.103",,"0.5","0.6",,,"0.94","0.708"
"pp","9606.ENSP00000341551 (pp) 9606.ENSP00000350512","false","pp","9606.ENSP00000341551 (pp) 9606.ENSP00000350512","0.06",,,"0.783",,,"0.906","0.578"
"pp","9606.ENSP00000342307 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000342307 (pp) 9606.ENSP00000378699","0.661",,"0.5","0.559",,,"0.991","0.896"
"pp","9606.ENSP00000342307 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000342307 (pp) 9606.ENSP00000495360",,,,"0.525",,,"0.994","0.989"
"pp","9606.ENSP00000346148 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000346148 (pp) 9606.ENSP00000354558","0.082",,"0.9","0.115",,,"0.972","0.698"
"pp","9606.ENSP00000346148 (pp) 9606.ENSP00000483300","false","pp","9606.ENSP00000346148 (pp) 9606.ENSP00000483300","0.042",,"0.9","0.474",,,"0.981","0.675"
"pp","9606.ENSP00000346839 (pp) 9606.ENSP00000355330","false","pp","9606.ENSP00000346839 (pp) 9606.ENSP00000355330","0.112",,,"0.803",,,"0.997","0.986"
"pp","9606.ENSP00000346839 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000346839 (pp) 9606.ENSP00000362680","0.042",,"0.4",,,,"0.945","0.912"
"pp","9606.ENSP00000346839 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000346839 (pp) 9606.ENSP00000405330",,,,"0.9",,,"0.969","0.707"
"pp","9606.ENSP00000346839 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000346839 (pp) 9606.ENSP00000380070","0.06",,,"0.072",,,"0.945","0.943"
"pp","9606.ENSP00000350512 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000350512 (pp) 9606.ENSP00000360266","0.048",,,"0.675",,,"0.998","0.995"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000355231","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000355231","0.085",,,"0.292",,,"0.914","0.879"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000358327","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000358327","0.109","0.083","0.9","0.628",,,"0.992","0.789"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000381185","0.086",,,"0.649",,,"0.984","0.955"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000365230","0.042",,,"0.511",,,"0.933","0.869"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000374455","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000374455",,,,"0.792",,,"0.982","0.917"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000477613","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000477613","0.085",,,"0.785",,,"0.971","0.866"
"pp","9606.ENSP00000351273 (pp) 9606.ENSP00000499058","false","pp","9606.ENSP00000351273 (pp) 9606.ENSP00000499058",,,,,,,"0.903","0.903"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000408695","0.049",,"0.9","0.292",,,"0.969","0.603"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000375711","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000375711","0.06",,"0.9","0.986",,,"0.999","0.997"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000361021",,,,"0.282",,,"0.942","0.923"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000425561","0.042",,"0.4","0.356",,,"0.962","0.91"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000374455","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000374455","0.042",,,"0.735",,,"0.953","0.832"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000369757","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000369757","0.042",,,"0.314",,,"0.961","0.947"
"pp","9606.ENSP00000354558 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000354558 (pp) 9606.ENSP00000496129","0.044",,"0.9",,,,"0.937","0.402"
"pp","9606.ENSP00000354952 (pp) 9606.ENSP00000364898","false","pp","9606.ENSP00000354952 (pp) 9606.ENSP00000364898","0.056",,"0.9",,,,"0.975","0.766"
"pp","9606.ENSP00000354952 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000354952 (pp) 9606.ENSP00000401303",,,"0.8","0.735",,,"0.997","0.954"
"pp","9606.ENSP00000355231 (pp) 9606.ENSP00000374455","false","pp","9606.ENSP00000355231 (pp) 9606.ENSP00000374455","0.048",,,"0.51",,,"0.958","0.919"
"pp","9606.ENSP00000355231 (pp) 9606.ENSP00000477613","false","pp","9606.ENSP00000355231 (pp) 9606.ENSP00000477613","0.085",,,"0.994",,,"0.996","0.355"
"pp","9606.ENSP00000355231 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000355231 (pp) 9606.ENSP00000365230","0.078",,"0.9","0.957",,,"0.999","0.996"
"pp","9606.ENSP00000355231 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000355231 (pp) 9606.ENSP00000381185",,,"0.9","0.996",,,"0.999","0.999"
"pp","9606.ENSP00000355231 (pp) 9606.ENSP00000376943","false","pp","9606.ENSP00000355231 (pp) 9606.ENSP00000376943",,,,"0.091",,,"0.987","0.987"
"pp","9606.ENSP00000355759 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000355759 (pp) 9606.ENSP00000381185","0.113",,,"0.292",,,"0.917","0.879"
"pp","9606.ENSP00000355759 (pp) 9606.ENSP00000358327","false","pp","9606.ENSP00000355759 (pp) 9606.ENSP00000358327","0.063",,"0.9","0.706",,,"0.995","0.849"
"pp","9606.ENSP00000355759 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000355759 (pp) 9606.ENSP00000369497","0.06",,"0.4","0.621",,,"0.985","0.942"
"pp","9606.ENSP00000355759 (pp) 9606.ENSP00000375978","false","pp","9606.ENSP00000355759 (pp) 9606.ENSP00000375978","0.277",,,"0.879",,,"0.996","0.968"
"pp","9606.ENSP00000358327 (pp) 9606.ENSP00000477613","false","pp","9606.ENSP00000358327 (pp) 9606.ENSP00000477613","0.086",,"0.9","0.873",,,"0.997","0.809"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000419060","0.088",,"0.9","0.871",,,"0.999","0.973"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000378974","0.13",,"0.9","0.145",,,"0.94","0.299"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000401888","0.082",,"0.9","0.908",,,"0.999","0.9"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000435412","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000435412","0.058",,"0.9","0.189",,,"0.952","0.446"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000362680","0.09",,"0.9","0.295",,,"0.97","0.594"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000394560","0.103",,"0.9","0.145",,,"0.932","0.22"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000408695","0.067",,"0.9",,,,"0.928","0.296"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000364898","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000364898","0.089",,"0.9","0.11",,,"0.933","0.276"
"pp","9606.ENSP00000358548 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000358548 (pp) 9606.ENSP00000496129","0.066",,"0.9",,,,"0.918","0.202"
"pp","9606.ENSP00000359380 (pp) 9606.ENSP00000483300","false","pp","9606.ENSP00000359380 (pp) 9606.ENSP00000483300","0.444",,,,,,"0.937","0.893"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000394560",,,"0.9","0.964",,,"0.999","0.988"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000378974","0.049",,"0.9","0.997",,,"0.999","0.978"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000478927",,,,"0.072",,,"0.909","0.906"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000381185","0.047",,,,,,"0.927","0.927"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000478887","0.08",,,"0.626",,,"0.97","0.922"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000405330",,,"0.9","0.631",,,"0.999","0.995"
"pp","9606.ENSP00000360266 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000360266 (pp) 9606.ENSP00000362680","0.062",,"0.9","0.085",,,"0.974","0.738"
"pp","9606.ENSP00000361021 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000361021 (pp) 9606.ENSP00000495360","0.07",,,"0.527",,,"0.943","0.881"
"pp","9606.ENSP00000361021 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000361021 (pp) 9606.ENSP00000419060","0.095",,,"0.207",,,"0.943","0.928"
"pp","9606.ENSP00000361021 (pp) 9606.ENSP00000422793","false","pp","9606.ENSP00000361021 (pp) 9606.ENSP00000422793",,,"0.9",,,,"0.967","0.685"
"pp","9606.ENSP00000361021 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000361021 (pp) 9606.ENSP00000478887","0.044",,,"0.318",,,"0.908","0.871"
"pp","9606.ENSP00000361626 (pp) 9606.ENSP00000364802","false","pp","9606.ENSP00000361626 (pp) 9606.ENSP00000364802","0.042",,,,,,"0.985","0.986"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000401303","0.103",,"0.9","0.792",,,"0.999","0.99"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000405330",,,"0.9","0.925",,,"0.999","0.996"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000364898","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000364898","0.057","0.096","0.9","0.65",,,"0.999","0.976"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000401888","0.082","0.122","0.9","0.378",,,"0.954","0.239"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000363822","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000363822",,,,"0.748",,,"0.985","0.944"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000457421","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000457421","0.104",,"0.4","0.746",,,"0.948","0.668"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000394560","0.055",,"0.9","0.094",,,"0.954","0.536"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000495360","0.042",,"0.9","0.539",,,"0.999","0.986"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000378974","0.055",,"0.9","0.094",,,"0.959","0.578"
"pp","9606.ENSP00000362680 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000362680 (pp) 9606.ENSP00000478927","0.042",,"0.7","0.071",,,"0.951","0.838"
"pp","9606.ENSP00000363591 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000363591 (pp) 9606.ENSP00000365230","0.067",,"0.9","0.996",,,"0.999","0.95"
"pp","9606.ENSP00000363591 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000363591 (pp) 9606.ENSP00000381185",,,"0.9","0.789",,,"0.999","0.969"
"pp","9606.ENSP00000363591 (pp) 9606.ENSP00000376943","false","pp","9606.ENSP00000363591 (pp) 9606.ENSP00000376943","0.049",,"0.9","0.965",,,"0.998","0.722"
"pp","9606.ENSP00000363822 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000363822 (pp) 9606.ENSP00000495360","0.052",,,"0.888",,,"0.996","0.968"
"pp","9606.ENSP00000363822 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000363822 (pp) 9606.ENSP00000405330","0.172",,,,,,"0.981","0.979"
"pp","9606.ENSP00000364898 (pp) 9606.ENSP00000477713","false","pp","9606.ENSP00000364898 (pp) 9606.ENSP00000477713","0.113","0.085","0.5","0.741",,,"0.987","0.901"
"pp","9606.ENSP00000364898 (pp) 9606.ENSP00000401303","false","pp","9606.ENSP00000364898 (pp) 9606.ENSP00000401303","0.054",,"0.9","0.145",,,"0.957","0.532"
"pp","9606.ENSP00000365230 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000365230 (pp) 9606.ENSP00000381185",,,"0.9","0.863",,,"0.999","0.984"
"pp","9606.ENSP00000365230 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000365230 (pp) 9606.ENSP00000378974","0.058",,"0.9","0.678",,,"0.986","0.593"
"pp","9606.ENSP00000365230 (pp) 9606.ENSP00000378040","false","pp","9606.ENSP00000365230 (pp) 9606.ENSP00000378040","0.102",,"0.9","0.999",,,"0.999","0.964"
"pp","9606.ENSP00000365230 (pp) 9606.ENSP00000376943","false","pp","9606.ENSP00000365230 (pp) 9606.ENSP00000376943","0.049",,"0.9","0.996",,,"0.999","0.999"
"pp","9606.ENSP00000365230 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000365230 (pp) 9606.ENSP00000394560","0.084",,"0.9","0.293",,,"0.956","0.407"
"pp","9606.ENSP00000368458 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000368458 (pp) 9606.ENSP00000384849","0.104",,"0.9","0.999",,,"0.999","0.25"
"pp","9606.ENSP00000368458 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000368458 (pp) 9606.ENSP00000378699","0.606",,,"0.6",,,"0.93","0.595"
"pp","9606.ENSP00000368458 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000368458 (pp) 9606.ENSP00000493712","0.507",,"0.4","0.683",,"0.042","0.937","0.411"
"pp","9606.ENSP00000368632 (pp) 9606.ENSP00000376436","false","pp","9606.ENSP00000368632 (pp) 9606.ENSP00000376436","0.096",,,,,,"0.907","0.902"
"pp","9606.ENSP00000368632 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000368632 (pp) 9606.ENSP00000405330","0.102",,"0.5","0.609",,,"0.982","0.911"
"pp","9606.ENSP00000369497 (pp) 9606.ENSP00000371475","false","pp","9606.ENSP00000369497 (pp) 9606.ENSP00000371475",,,"0.36","0.572",,,"0.922","0.74"
"pp","9606.ENSP00000369497 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000369497 (pp) 9606.ENSP00000493712","0.281",,"0.9","0.997",,,"0.999","0.999"
"pp","9606.ENSP00000369497 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000369497 (pp) 9606.ENSP00000391090","0.195",,"0.75","0.292",,,"0.963","0.774"
"pp","9606.ENSP00000369497 (pp) 9606.ENSP00000372023","false","pp","9606.ENSP00000369497 (pp) 9606.ENSP00000372023","0.1",,,"0.532",,,"0.985","0.969"
"pp","9606.ENSP00000369757 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000369757 (pp) 9606.ENSP00000425561","0.164",,,"0.525",,,"0.974","0.94"
"pp","9606.ENSP00000369757 (pp) 9606.ENSP00000416255","false","pp","9606.ENSP00000369757 (pp) 9606.ENSP00000416255","0.301",,,"0.809",,,"0.975","0.828"
"pp","9606.ENSP00000371475 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000371475 (pp) 9606.ENSP00000391090","0.054",,,"0.935",,,"0.992","0.893"
"pp","9606.ENSP00000371475 (pp) 9606.ENSP00000372023","false","pp","9606.ENSP00000371475 (pp) 9606.ENSP00000372023","0.049",,"0.5","0.883",,,"0.996","0.951"
"pp","9606.ENSP00000371475 (pp) 9606.ENSP00000375978","false","pp","9606.ENSP00000371475 (pp) 9606.ENSP00000375978","0.055",,"0.5","0.091",,,"0.909","0.814"
"pp","9606.ENSP00000371475 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000371475 (pp) 9606.ENSP00000493712","0.057",,,"0.398",,,"0.94","0.903"
"pp","9606.ENSP00000372023 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000372023 (pp) 9606.ENSP00000391090","0.298",,,"0.922",,,"0.971","0.526"
"pp","9606.ENSP00000372023 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000372023 (pp) 9606.ENSP00000493712","0.274",,,"0.252",,,"0.93","0.883"
"pp","9606.ENSP00000374455 (pp) 9606.ENSP00000477713","false","pp","9606.ENSP00000374455 (pp) 9606.ENSP00000477713",,,,"0.335",,,"0.985","0.979"
"pp","9606.ENSP00000376943 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000376943 (pp) 9606.ENSP00000381185","0.06",,"0.9","0.957",,,"0.999","0.999"
"pp","9606.ENSP00000376943 (pp) 9606.ENSP00000378040","false","pp","9606.ENSP00000376943 (pp) 9606.ENSP00000378040",,,"0.75","0.292",,,"0.918","0.574"
"pp","9606.ENSP00000376943 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000376943 (pp) 9606.ENSP00000378974","0.06",,"0.75","0.292",,,"0.948","0.727"
"pp","9606.ENSP00000377192 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000377192 (pp) 9606.ENSP00000380070","0.323",,"0.8","0.09",,"0.069","0.97","0.784"
"pp","9606.ENSP00000378040 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000378040 (pp) 9606.ENSP00000378974",,,"0.9","0.497",,,"0.959","0.255"
"pp","9606.ENSP00000378040 (pp) 9606.ENSP00000379287","false","pp","9606.ENSP00000378040 (pp) 9606.ENSP00000379287",,,"0.9","0.896",,,"0.989","0.109"
"pp","9606.ENSP00000378040 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000378040 (pp) 9606.ENSP00000381185","0.063",,"0.9","0.908",,,"0.999","0.926"
"pp","9606.ENSP00000378040 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000378040 (pp) 9606.ENSP00000394560",,,"0.9",,,,"0.906","0.1"
"pp","9606.ENSP00000378040 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000378040 (pp) 9606.ENSP00000401888",,,"0.9","0.829",,,"0.985","0.217"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000429089","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000429089","0.356",,,"0.722",,,"0.933","0.658"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000384849","0.085",,,"0.901",,,"0.998","0.987"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000381185","0.047",,,"0.627",,,"0.92","0.795"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000391090","0.787",,,"0.361",,,"0.911","0.403"
"pp","9606.ENSP00000378974 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000378974 (pp) 9606.ENSP00000381185","0.095",,"0.9","0.288",,,"0.979","0.713"
"pp","9606.ENSP00000378974 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000378974 (pp) 9606.ENSP00000405330",,,"0.9",,,,"0.964","0.659"
"pp","9606.ENSP00000379287 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000379287 (pp) 9606.ENSP00000401888","0.12",,"0.9","0.997",,,"0.999","0.962"
"pp","9606.ENSP00000379287 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000379287 (pp) 9606.ENSP00000419060","0.067",,"0.9","0.99",,,"0.999","0.45"
"pp","9606.ENSP00000379287 (pp) 9606.ENSP00000419465","false","pp","9606.ENSP00000379287 (pp) 9606.ENSP00000419465",,,"0.9","0.451",,,"0.948","0.135"
"pp","9606.ENSP00000379287 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000379287 (pp) 9606.ENSP00000495360","0.12",,"0.8","0.666",,,"0.993","0.898"
"pp","9606.ENSP00000379287 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000379287 (pp) 9606.ENSP00000478927","0.042",,"0.9","0.82",,,"0.991","0.543"
"pp","9606.ENSP00000380070 (pp) 9606.ENSP00000477613","false","pp","9606.ENSP00000380070 (pp) 9606.ENSP00000477613","0.044",,"0.9","0.069",,,"0.945","0.463"
"pp","9606.ENSP00000381185 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000381185 (pp) 9606.ENSP00000478887","0.066",,,"0.301",,,"0.955","0.938"
"pp","9606.ENSP00000381185 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000381185 (pp) 9606.ENSP00000394560","0.094",,"0.9","0.042",,,"0.957","0.57"
"pp","9606.ENSP00000384849 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000384849 (pp) 9606.ENSP00000478887","0.106",,"0.5","0.32",,,"0.981","0.945"
"pp","9606.ENSP00000384849 (pp) 9606.ENSP00000429089","false","pp","9606.ENSP00000384849 (pp) 9606.ENSP00000429089","0.105",,"0.9","0.957",,,"0.999","0.792"
"pp","9606.ENSP00000391090 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000391090 (pp) 9606.ENSP00000493712","0.573",,"0.75","0.554",,,"0.998","0.973"
"pp","9606.ENSP00000394560 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000394560 (pp) 9606.ENSP00000405330",,,"0.9",,,,"0.927","0.3"
"pp","9606.ENSP00000401303 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000401303 (pp) 9606.ENSP00000405330","0.054",,"0.5","0.51",,,"0.99","0.962"
"pp","9606.ENSP00000401888 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000401888 (pp) 9606.ENSP00000496129","0.047",,"0.9","0.05",,,"0.908","0.111"
"pp","9606.ENSP00000401888 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000401888 (pp) 9606.ENSP00000419060",,"0.066","0.9","0.927",,,"0.999","0.983"
"pp","9606.ENSP00000401888 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000401888 (pp) 9606.ENSP00000408695","0.042",,"0.9","0.05",,,"0.917","0.199"
"pp","9606.ENSP00000405330 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000405330 (pp) 9606.ENSP00000478887","0.053",,"0.5","0.621",,,"0.982","0.914"
"pp","9606.ENSP00000405330 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000405330 (pp) 9606.ENSP00000495360","0.052",,,"0.302",,,"0.965","0.952"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000419060",,,"0.9","0.299",,,"0.937","0.181"
"pp","9606.ENSP00000408695 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000408695 (pp) 9606.ENSP00000496129","0.085","0.05","0.9","0.623",,,"0.963","0.056"
"pp","9606.ENSP00000416255 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000416255 (pp) 9606.ENSP00000425561","0.126",,"0.8","0.971",,,"0.999","0.999"
"pp","9606.ENSP00000457421 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000457421 (pp) 9606.ENSP00000495360","0.068",,"0.9","0.606",,,"0.998","0.964"
"pp","9606.ENSP00000419060 (pp) 9606.ENSP00000496129","false","pp","9606.ENSP00000419060 (pp) 9606.ENSP00000496129",,,"0.9","0.05",,,"0.909","0.126"
"pp","9606.ENSP00000419465 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000419465 (pp) 9606.ENSP00000478927","0.187",,"0.9","0.464",,,"0.956","0.121"
"pp","9606.ENSP00000478927 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000478927 (pp) 9606.ENSP00000495360","0.067",,,"0.836",,,"0.997","0.987"
"pp","9606.ENSP00000477613 (pp) 9606.ENSP00000499058","false","pp","9606.ENSP00000477613 (pp) 9606.ENSP00000499058","0.049",,"0.54","0.95",,,"0.999","0.994"
"pp","9606.ENSP00000478887 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000478887 (pp) 9606.ENSP00000495360","0.058",,"0.5","0.567",,,"0.985","0.937"
"pp","9606.ENSP00000495360 (pp) 9606.ENSP00000498587","false","pp","9606.ENSP00000495360 (pp) 9606.ENSP00000498587","0.084",,"0.5","0.329",,,"0.976","0.932"
